Latitude (decimal degrees):	12.307
Longitude (decimal degrees):	76.650
Elevation (m):	756
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230414:0830,674.51,795.85,146.2,0.0,66.26,35.54,2.34,0.0
20230414:0930,570.34,631.3,146.2,0.0,51.62,36.18,3.1,0.0
20230414:1030,410.99,420.35,134.75,0.0,36.97,36.18,3.31,0.0
20230414:1130,213.48,210.5,94.3,0.0,22.35,35.64,3.38,0.0
20230414:1230,36.23,47.45,34.9,0.0,7.8,34.61,2.83,0.0
20230414:1330,0.0,0.0,0.0,0.0,0.0,32.83,2.07,0.0
20230414:1430,0.0,0.0,0.0,0.0,0.0,30.86,2.69,0.0
20230414:1530,0.0,0.0,0.0,0.0,0.0,29.5,2.97,0.0
20230414:1630,0.0,0.0,0.0,0.0,0.0,28.46,2.55,0.0
20230414:1730,0.0,0.0,0.0,0.0,0.0,26.96,2.28,0.0
20230414:1830,0.0,0.0,0.0,0.0,0.0,25.4,2.69,0.0
20230414:1930,0.0,0.0,0.0,0.0,0.0,24.37,2.76,0.0
20230414:2030,0.0,0.0,0.0,0.0,0.0,23.53,2.69,0.0
20230414:2130,0.0,0.0,0.0,0.0,0.0,22.93,2.34,0.0
20230414:2230,0.0,0.0,0.0,0.0,0.0,22.48,2.07,0.0
20230414:2330,0.0,0.0,0.0,0.0,0.0,22.18,1.86,0.0
20230415:0030,0.0,0.0,0.0,0.0,-3.63,21.95,1.52,0.0
20230415:0130,66.26,36.2,72.05,0.0,10.83,21.63,1.17,0.0
20230415:0230,229.33,137.4,166.85,0.0,25.39,23.14,0.97,0.0
20230415:0330,382.5,255.05,247.6,0.0,40.01,25.4,0.48,0.0
20230415:0430,532.78,454.8,271.3,0.0,54.66,27.94,0.21,0.0
20230415:0530,633.69,597.9,290.6,0.0,69.3,30.51,0.62,0.0
20230415:0630,614.75,452.9,407.8,0.0,83.65,32.64,1.24,0.0
20230415:0730,645.5,599.45,296.4,0.0,80.75,33.46,2.0,0.0
20230415:0830,626.69,657.85,201.8,0.0,66.26,34.48,2.62,0.0
20230415:0930,566.49,624.3,141.1,0.0,51.61,35.14,3.31,0.0
20230415:1030,402.26,415.2,124.9,0.0,36.96,35.4,3.45,0.0
20230415:1130,206.81,207.7,87.65,0.0,22.35,35.15,3.31,0.0
20230415:1230,32.86,32.8,39.1,0.0,7.8,34.36,2.83,0.0
20230415:1330,0.0,0.0,0.0,0.0,0.0,32.75,2.07,0.0
20230415:1430,0.0,0.0,0.0,0.0,0.0,31.04,2.21,0.0
20230415:1530,0.0,0.0,0.0,0.0,0.0,29.43,2.69,0.0
20230415:1630,0.0,0.0,0.0,0.0,0.0,28.34,2.83,0.0
20230415:1730,0.0,0.0,0.0,0.0,0.0,27.32,2.41,0.0
20230415:1830,0.0,0.0,0.0,0.0,0.0,26.03,1.59,0.0
20230415:1930,0.0,0.0,0.0,0.0,0.0,24.23,1.31,0.0
20230415:2030,0.0,0.0,0.0,0.0,0.0,23.29,1.17,0.0
20230415:2130,0.0,0.0,0.0,0.0,0.0,21.43,1.66,0.0
20230415:2230,0.0,0.0,0.0,0.0,0.0,20.53,2.0,0.0
20230415:2330,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0
20230416:0030,0.0,0.0,0.0,0.0,-3.49,19.43,1.86,0.0
20230416:0130,78.74,83.95,50.6,0.0,10.96,18.89,1.72,0.0
20230416:0230,290.34,290.75,90.9,0.0,25.51,21.79,1.24,0.0
20230416:0330,477.01,509.15,116.0,0.0,40.12,25.76,1.1,0.0
20230416:0430,611.59,704.2,129.15,0.0,54.77,28.73,0.9,0.0
20230416:0530,686.1,829.75,143.8,0.0,69.42,31.06,0.62,0.0
20230416:0630,737.72,909.7,140.8,0.0,83.84,33.06,1.45,0.0
20230416:0730,740.77,903.55,139.3,0.0,80.79,34.67,2.41,0.0
20230416:0830,690.26,821.75,133.95,0.0,66.24,35.51,3.03,0.0
20230416:0930,581.73,666.6,125.3,0.0,51.59,35.92,3.17,0.0
20230416:1030,425.36,467.85,106.55,0.0,36.95,35.97,3.17,0.0
20230416:1130,225.05,238.95,82.55,0.0,22.34,35.49,2.97,0.0
20230416:1230,38.04,50.8,35.3,0.0,7.81,34.59,2.69,0.0
20230416:1330,0.0,0.0,0.0,0.0,-6.61,32.62,2.28,0.0
20230416:1430,0.0,0.0,0.0,0.0,0.0,30.56,2.9,0.0
20230416:1530,0.0,0.0,0.0,0.0,0.0,29.3,3.24,0.0
20230416:1630,0.0,0.0,0.0,0.0,0.0,28.3,2.62,0.0
20230416:1730,0.0,0.0,0.0,0.0,0.0,26.92,2.0,0.0
20230416:1830,0.0,0.0,0.0,0.0,0.0,25.27,2.76,0.0
20230416:1930,0.0,0.0,0.0,0.0,0.0,24.41,2.62,0.0
20230416:2030,0.0,0.0,0.0,0.0,0.0,23.46,2.62,0.0
20230416:2130,0.0,0.0,0.0,0.0,0.0,22.7,2.55,0.0
20230416:2230,0.0,0.0,0.0,0.0,0.0,22.25,2.34,0.0
20230416:2330,0.0,0.0,0.0,0.0,0.0,21.94,2.14,0.0
20230417:0030,0.0,0.0,0.0,0.0,-3.35,21.69,1.93,0.0
20230417:0130,66.36,48.55,62.6,0.0,11.08,21.6,1.59,0.0
20230417:0230,240.89,191.95,125.4,0.0,25.62,22.7,1.86,0.0
20230417:0330,447.97,449.05,132.65,0.0,40.23,24.98,1.24,0.0
20230417:0430,589.39,662.85,136.45,0.0,54.87,27.7,0.62,0.0
20230417:0530,674.58,823.55,140.6,0.0,69.52,30.25,0.14,0.0
20230417:0630,730.92,895.65,142.65,0.0,84.02,32.39,1.31,0.0
20230417:0730,739.38,892.5,139.2,0.0,80.81,34.14,2.69,0.0
20230417:0830,686.61,812.75,132.4,0.0,66.23,35.18,3.24,0.0
20230417:0930,579.46,663.6,122.1,0.0,51.57,35.72,3.38,0.0
20230417:1030,417.71,456.9,106.05,0.0,36.93,35.9,3.31,0.0
20230417:1130,222.75,236.7,81.75,0.0,22.34,35.59,3.03,0.0
20230417:1230,37.04,49.15,34.95,0.0,7.82,34.7,2.69,0.0
20230417:1330,0.0,0.0,0.0,0.0,-6.58,32.88,2.0,0.0
20230417:1430,0.0,0.0,0.0,0.0,0.0,30.92,2.48,0.0
20230417:1530,0.0,0.0,0.0,0.0,0.0,29.48,2.97,0.0
20230417:1630,0.0,0.0,0.0,0.0,0.0,28.43,2.69,0.0
20230417:1730,0.0,0.0,0.0,0.0,0.0,27.19,2.0,0.0
20230417:1830,0.0,0.0,0.0,0.0,0.0,25.71,2.21,0.0
20230417:1930,0.0,0.0,0.0,0.0,0.0,24.61,2.41,0.0
20230417:2030,0.0,0.0,0.0,0.0,0.0,23.67,2.21,0.0
20230417:2130,0.0,0.0,0.0,0.0,0.0,23.02,2.07,0.0
20230417:2230,0.0,0.0,0.0,0.0,0.0,22.88,1.79,0.0
20230417:2330,0.0,0.0,0.0,0.0,0.0,22.41,1.72,0.0
20230418:0030,0.0,0.0,0.0,0.0,-3.21,22.13,1.45,0.0
20230418:0130,52.79,34.9,55.8,0.0,11.21,21.9,1.24,0.0
20230418:0230,196.6,133.9,128.0,0.0,25.73,22.67,1.24,0.0
20230418:0330,422.67,376.6,171.0,0.0,40.33,24.54,1.17,0.0
20230418:0430,599.7,682.3,131.1,0.0,54.97,27.62,0.69,0.0
20230418:0530,681.68,820.15,142.0,0.0,69.62,30.45,0.62,0.0
20230418:0630,724.29,891.55,142.55,0.0,84.18,32.58,1.1,0.0
20230418:0730,722.08,864.45,155.0,0.0,80.82,34.63,2.07,0.0
20230418:0830,672.01,799.0,138.35,0.0,66.21,35.68,2.41,0.0
20230418:0930,560.17,617.65,149.1,0.0,51.55,36.28,2.69,0.0
20230418:1030,396.67,395.8,142.2,0.0,36.92,36.27,2.76,0.0
20230418:1130,204.51,198.8,94.7,0.0,22.34,35.86,2.76,0.0
20230418:1230,37.76,50.55,35.1,0.0,7.83,34.88,2.9,0.0
20230418:1330,0.0,0.0,0.0,0.0,-6.56,33.03,2.55,0.0
20230418:1430,0.0,0.0,0.0,0.0,0.0,31.03,2.97,0.0
20230418:1530,0.0,0.0,0.0,0.0,0.0,29.74,3.03,0.0
20230418:1630,0.0,0.0,0.0,0.0,0.0,28.66,2.69,0.0
20230418:1730,0.0,0.0,0.0,0.0,0.0,27.44,2.21,0.0
20230418:1830,0.0,0.0,0.0,0.0,0.0,26.13,2.14,0.0
20230418:1930,0.0,0.0,0.0,0.0,0.0,24.73,2.41,0.0
20230418:2030,0.0,0.0,0.0,0.0,0.0,23.87,2.21,0.0
20230418:2130,0.0,0.0,0.0,0.0,0.0,23.21,2.07,0.0
20230418:2230,0.0,0.0,0.0,0.0,0.0,22.68,2.0,0.0
20230418:2330,0.0,0.0,0.0,0.0,0.0,22.57,1.86,0.0
20230419:0030,0.0,0.0,0.0,0.0,-3.08,22.36,1.59,0.0
20230419:0130,47.52,28.2,54.1,0.0,11.33,22.25,1.59,0.0
20230419:0230,186.6,98.5,149.95,0.0,25.84,22.85,1.79,0.0
20230419:0330,450.38,425.4,157.05,0.0,40.43,24.44,1.45,0.0
20230419:0430,608.83,686.2,131.25,0.0,55.06,28.03,1.38,0.0
20230419:0530,690.89,822.8,139.15,0.0,69.72,30.89,1.31,0.0
20230419:0630,723.04,890.6,141.75,0.0,84.32,32.96,1.17,0.0
20230419:0730,713.55,878.5,142.05,0.0,80.82,34.83,1.45,0.0
20230419:0830,636.29,760.9,133.85,0.0,66.18,35.83,1.59,0.0
20230419:0930,558.37,649.75,122.6,0.0,51.53,36.17,1.79,0.0
20230419:1030,406.47,441.7,113.8,0.0,36.91,36.25,1.86,0.0
20230419:1130,218.73,232.95,81.7,0.0,22.33,35.78,2.0,0.0
20230419:1230,37.52,49.5,35.4,0.0,7.84,34.87,2.55,0.0
20230419:1330,0.0,0.0,0.0,0.0,-6.53,33.19,2.62,0.0
20230419:1430,0.0,0.0,0.0,0.0,0.0,31.59,2.48,0.0
20230419:1530,0.0,0.0,0.0,0.0,0.0,29.99,2.07,0.0
20230419:1630,0.0,0.0,0.0,0.0,0.0,28.12,3.1,0.0
20230419:1730,0.0,0.0,0.0,0.0,0.0,26.35,3.45,0.0
20230419:1830,0.0,0.0,0.0,0.0,0.0,25.11,3.45,0.0
20230419:1930,0.0,0.0,0.0,0.0,0.0,24.5,3.24,0.0
20230419:2030,0.0,0.0,0.0,0.0,0.0,23.85,2.76,0.0
20230419:2130,0.0,0.0,0.0,0.0,0.0,23.33,2.55,0.0
20230419:2230,0.0,0.0,0.0,0.0,0.0,22.94,2.48,0.0
20230419:2330,0.0,0.0,0.0,0.0,0.0,22.64,2.34,0.0
20230420:0030,0.0,0.0,0.0,0.0,-2.95,22.53,2.41,0.0
20230420:0130,68.27,57.55,57.8,0.0,11.44,22.29,2.21,0.0
20230420:0230,267.29,247.5,103.3,0.0,25.95,23.41,2.62,0.0
20230420:0330,470.75,488.45,118.35,0.0,40.53,25.65,2.34,0.0
20230420:0430,610.71,677.0,132.25,0.0,55.15,28.63,2.41,0.0
20230420:0530,695.5,811.0,140.8,0.0,69.8,31.21,2.28,0.0
20230420:0630,621.61,672.35,187.2,0.0,84.43,33.08,1.52,0.0
20230420:0730,628.46,677.8,203.5,0.0,80.8,34.05,1.24,0.0
20230420:0830,582.82,623.1,202.75,0.0,66.15,34.85,0.55,0.0
20230420:0930,489.66,551.6,135.55,0.0,51.51,35.29,0.07,0.0
20230420:1030,364.78,368.15,134.2,0.0,36.89,35.37,0.55,0.0
20230420:1130,188.34,190.05,83.5,0.0,22.33,35.15,0.69,0.0
20230420:1230,29.4,41.3,29.1,0.0,7.85,34.47,1.03,0.0
20230420:1330,0.0,0.0,0.0,0.0,0.0,33.17,1.72,0.0
20230420:1430,0.0,0.0,0.0,0.0,0.0,31.1,2.76,0.0
20230420:1530,0.0,0.0,0.0,0.0,0.0,29.28,3.31,0.0
20230420:1630,0.0,0.0,0.0,0.0,0.0,27.45,3.45,0.0
20230420:1730,0.0,0.0,0.0,0.0,0.0,26.21,3.31,0.0
20230420:1830,0.0,0.0,0.0,0.0,0.0,25.46,2.9,0.0
20230420:1930,0.0,0.0,0.0,0.0,0.0,24.77,2.97,0.0
20230420:2030,0.0,0.0,0.0,0.0,0.0,24.19,2.83,0.0
20230420:2130,0.0,0.0,0.0,0.0,0.0,23.57,2.69,0.0
20230420:2230,0.0,0.0,0.0,0.0,0.0,23.03,2.55,0.0
20230420:2330,0.0,0.0,0.0,0.0,0.0,22.56,2.34,0.0
20230421:0030,0.0,0.0,0.0,0.0,-2.82,22.19,2.14,0.0
20230421:0130,72.68,63.85,58.15,0.0,11.56,21.93,1.93,0.0
20230421:0230,230.71,202.25,101.8,0.0,26.05,22.94,2.28,0.0
20230421:0330,451.62,439.1,141.0,0.0,40.62,24.87,2.21,0.0
20230421:0430,612.06,676.6,132.85,0.0,55.23,27.7,2.21,0.0
20230421:0530,690.94,799.35,142.4,0.0,69.88,30.26,2.14,0.0
20230421:0630,611.82,671.0,163.5,0.0,84.53,32.18,1.79,0.0
20230421:0730,611.59,625.85,220.1,0.0,80.78,32.99,1.45,0.0
20230421:0830,511.78,553.15,143.05,0.0,66.13,33.75,1.31,0.0
20230421:0930,447.89,466.7,139.0,0.0,51.49,33.86,1.24,0.0
20230421:1030,358.44,371.1,115.3,0.0,36.88,33.82,0.97,0.0
20230421:1130,143.79,130.25,80.3,0.0,22.33,33.99,1.17,0.0
20230421:1230,23.01,31.0,25.95,0.0,7.86,32.95,2.41,0.0
20230421:1330,0.0,0.0,0.0,0.0,-6.47,31.19,3.45,0.0
20230421:1430,0.0,0.0,0.0,0.0,0.0,29.0,3.66,0.0
20230421:1530,0.0,0.0,0.0,0.0,0.0,27.39,3.79,0.0
20230421:1630,0.0,0.0,0.0,0.0,0.0,26.33,3.17,0.0
20230421:1730,0.0,0.0,0.0,0.0,0.0,25.57,2.76,0.0
20230421:1830,0.0,0.0,0.0,0.0,0.0,24.94,2.41,0.0
20230421:1930,0.0,0.0,0.0,0.0,0.0,24.38,2.41,0.0
20230421:2030,0.0,0.0,0.0,0.0,0.0,24.05,2.34,0.0
20230421:2130,0.0,0.0,0.0,0.0,0.0,23.88,2.41,0.0
20230421:2230,0.0,0.0,0.0,0.0,0.0,23.86,2.34,0.0
20230421:2330,0.0,0.0,0.0,0.0,0.0,23.79,2.28,0.0
20230422:0030,0.0,0.0,0.0,0.0,-2.69,23.57,2.21,0.0
20230422:0130,66.92,59.95,54.35,0.0,11.67,23.32,2.0,0.0
20230422:0230,248.0,220.75,107.2,0.0,26.15,24.25,2.14,0.0
20230422:0330,430.03,415.95,141.3,0.0,40.7,26.3,1.86,0.0
20230422:0430,574.13,621.25,147.0,0.0,55.31,28.57,1.38,0.0
20230422:0530,663.45,777.2,149.2,0.0,69.95,30.79,0.9,0.0
20230422:0630,666.38,784.85,162.4,0.0,84.6,32.6,0.69,0.0
20230422:0730,635.1,748.2,160.5,0.0,80.74,33.49,0.34,0.0
20230422:0830,475.22,476.5,182.9,0.0,66.09,34.44,0.21,0.0
20230422:0930,498.73,552.9,137.35,0.0,51.46,33.86,0.41,0.0
20230422:1030,299.95,248.5,160.9,0.0,36.87,34.56,0.83,0.0
20230422:1130,147.53,118.3,97.1,0.0,22.33,34.06,0.69,0.0
20230422:1230,14.53,22.25,18.6,0.0,7.88,31.46,3.31,0.0
20230422:1330,0.0,0.0,0.0,0.0,-6.44,29.74,3.1,0.0
20230422:1430,0.0,0.0,0.0,0.0,0.0,28.75,2.14,0.0
20230422:1530,0.0,0.0,0.0,0.0,0.0,27.76,2.21,0.0
20230422:1630,0.0,0.0,0.0,0.0,0.0,27.15,2.14,0.0
20230422:1730,0.0,0.0,0.0,0.0,0.0,26.47,1.79,0.0
20230422:1830,0.0,0.0,0.0,0.0,0.0,25.81,1.72,0.0
20230422:1930,0.0,0.0,0.0,0.0,0.0,25.07,1.59,0.0
20230422:2030,0.0,0.0,0.0,0.0,0.0,24.81,1.52,0.0
20230422:2130,0.0,0.0,0.0,0.0,0.0,24.4,1.86,0.0
20230422:2230,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0
20230422:2330,0.0,0.0,0.0,0.0,0.0,23.84,2.0,0.0
20230423:0030,0.0,0.0,0.0,0.0,-2.56,23.56,1.93,0.0
20230423:0130,58.36,35.05,62.6,0.0,11.78,23.6,1.86,0.0
20230423:0230,223.17,175.45,120.9,0.0,26.24,24.35,2.0,0.0
20230423:0330,400.77,380.75,138.7,0.0,40.79,26.29,1.59,0.0
20230423:0430,571.64,619.15,148.6,0.0,55.38,28.41,1.1,0.0
20230423:0530,622.29,701.0,156.65,0.0,70.01,30.65,0.97,0.0
20230423:0630,573.31,604.25,183.95,0.0,84.65,32.31,1.03,0.0
20230423:0730,553.87,569.85,188.4,0.0,80.7,33.14,1.31,0.0
20230423:0830,458.04,427.65,193.45,0.0,66.06,33.77,1.17,0.0
20230423:0930,423.65,437.2,133.75,0.0,51.44,33.86,1.24,0.0
20230423:1030,249.01,217.65,123.4,0.0,36.85,34.24,0.34,0.0
20230423:1130,136.77,129.7,70.45,0.0,22.33,33.18,2.0,0.0
20230423:1230,24.38,32.65,26.5,0.0,7.89,31.2,3.66,0.0
20230423:1330,0.0,0.0,0.0,0.0,-6.4,29.31,3.59,0.0
20230423:1430,0.0,0.0,0.0,0.0,0.0,27.87,3.03,0.0
20230423:1530,0.0,0.0,0.0,0.0,0.0,27.06,2.69,0.0
20230423:1630,0.0,0.0,0.0,0.0,0.0,26.69,2.14,0.0
20230423:1730,0.0,0.0,0.0,0.0,0.0,26.17,1.86,0.0
20230423:1830,0.0,0.0,0.0,0.0,0.0,25.82,1.66,0.0
20230423:1930,0.0,0.0,0.0,0.0,0.0,25.15,1.45,0.0
20230423:2030,0.0,0.0,0.0,0.0,0.0,24.55,1.17,0.0
20230423:2130,0.0,0.0,0.0,0.0,0.0,23.81,1.1,0.0
20230423:2230,0.0,0.0,0.0,0.0,0.0,23.51,0.83,0.0
20230423:2330,0.0,0.0,0.0,0.0,0.0,23.88,0.34,0.0
20230424:0030,0.0,0.0,0.0,0.0,-2.44,23.61,0.07,0.0
20230424:0130,78.69,78.1,54.95,0.0,11.88,23.24,0.41,0.0
20230424:0230,275.03,269.55,96.25,0.0,26.33,24.4,0.9,0.0
20230424:0330,461.06,483.75,119.85,0.0,40.86,26.8,1.38,0.0
20230424:0430,595.71,670.2,133.35,0.0,55.45,29.1,1.31,0.0
20230424:0530,637.85,737.25,143.45,0.0,70.06,31.21,1.17,0.0
20230424:0630,619.29,637.15,221.05,0.0,84.67,32.54,1.31,0.0
20230424:0730,599.51,659.0,169.15,0.0,80.64,33.43,1.38,0.0
20230424:0830,497.44,473.85,202.15,0.0,66.02,33.92,1.52,0.0
20230424:0930,434.41,393.7,194.25,0.0,51.41,33.68,1.24,0.0
20230424:1030,261.24,201.6,154.3,0.0,36.84,33.83,0.83,0.0
20230424:1130,148.6,117.55,94.1,0.0,22.33,29.61,1.66,0.0
20230424:1230,31.86,33.6,35.75,0.0,7.91,28.5,1.38,0.0
20230424:1330,0.0,0.0,0.0,0.0,-6.37,28.55,0.69,0.0
20230424:1430,0.0,0.0,0.0,0.0,0.0,26.17,2.28,0.0
20230424:1530,0.0,0.0,0.0,0.0,0.0,24.92,1.72,0.0
20230424:1630,0.0,0.0,0.0,0.0,0.0,24.3,1.86,0.0
20230424:1730,0.0,0.0,0.0,0.0,0.0,23.42,2.07,0.0
20230424:1830,0.0,0.0,0.0,0.0,0.0,23.07,2.0,0.0
20230424:1930,0.0,0.0,0.0,0.0,0.0,24.69,2.21,0.0
20230424:2030,0.0,0.0,0.0,0.0,0.0,24.3,2.28,0.0
20230424:2130,0.0,0.0,0.0,0.0,0.0,23.75,1.86,0.0
20230424:2230,0.0,0.0,0.0,0.0,0.0,23.51,1.31,0.0
20230424:2330,0.0,0.0,0.0,0.0,0.0,23.63,0.21,0.0
20230425:0030,0.0,0.0,0.0,0.0,-2.32,23.16,0.62,0.0
20230425:0130,73.73,73.2,51.65,0.0,11.98,22.1,0.97,0.0
20230425:0230,266.91,255.25,99.0,0.0,26.42,23.98,0.9,0.0
20230425:0330,455.96,470.45,124.4,0.0,40.94,25.9,1.24,0.0
20230425:0430,585.67,625.35,152.9,0.0,55.51,28.12,1.79,0.0
20230425:0530,665.91,749.9,153.3,0.0,70.11,30.07,2.07,0.0
20230425:0630,622.55,582.65,261.65,0.0,84.68,31.52,2.34,0.0
20230425:0730,617.3,647.6,195.25,0.0,80.58,31.87,1.79,0.0
20230425:0830,511.06,452.4,232.35,0.0,65.98,32.76,2.41,0.0
20230425:0930,287.2,185.55,196.65,0.0,51.39,33.16,2.83,0.0
20230425:1030,149.75,88.5,118.0,0.0,36.83,30.89,2.41,0.0
20230425:1130,127.99,62.7,118.1,0.0,22.33,27.14,2.41,0.0
20230425:1230,31.42,28.35,38.05,0.0,7.92,27.23,1.86,0.0
20230425:1330,0.0,0.0,0.0,0.0,-6.33,26.62,1.52,0.0
20230425:1430,0.0,0.0,0.0,0.0,0.0,24.72,1.38,0.0
20230425:1530,0.0,0.0,0.0,0.0,0.0,23.66,1.45,0.0
20230425:1630,0.0,0.0,0.0,0.0,0.0,23.27,1.52,0.0
20230425:1730,0.0,0.0,0.0,0.0,0.0,22.71,1.17,0.0
20230425:1830,0.0,0.0,0.0,0.0,0.0,22.33,1.52,0.0
20230425:1930,0.0,0.0,0.0,0.0,0.0,23.14,1.72,0.0
20230425:2030,0.0,0.0,0.0,0.0,0.0,22.79,1.45,0.0
20230425:2130,0.0,0.0,0.0,0.0,0.0,22.43,1.17,0.0
20230425:2230,0.0,0.0,0.0,0.0,0.0,22.0,1.03,0.0
20230425:2330,0.0,0.0,0.0,0.0,0.0,21.76,0.9,0.0
20230426:0030,0.0,0.0,0.0,0.0,-2.21,21.58,0.9,0.0
20230426:0130,74.22,63.75,59.55,0.0,12.08,22.3,0.55,0.0
20230426:0230,244.29,220.65,104.45,0.0,26.5,23.37,0.34,0.0
20230426:0330,440.35,450.05,130.9,0.0,41.01,25.18,0.14,0.0
20230426:0430,541.65,532.95,184.3,0.0,55.57,27.23,1.31,0.0
20230426:0530,636.23,673.95,182.05,0.0,70.15,28.67,1.79,0.0
20230426:0630,662.27,723.4,179.85,0.0,84.66,30.16,1.79,0.0
20230426:0730,631.51,641.75,220.25,0.0,80.5,31.31,1.86,0.0
20230426:0830,559.14,559.0,196.1,0.0,65.94,31.94,1.86,0.0
20230426:0930,457.11,421.6,188.85,0.0,51.36,32.18,1.86,0.0
20230426:1030,278.28,209.85,162.8,0.0,36.82,32.34,2.07,0.0
20230426:1130,151.15,90.75,124.8,0.0,22.33,31.92,2.21,0.0
20230426:1230,18.56,13.85,29.45,0.0,7.94,29.6,2.34,0.0
20230426:1330,0.0,0.0,0.0,0.0,-6.29,27.84,1.72,0.0
20230426:1430,0.0,0.0,0.0,0.0,0.0,27.01,1.52,0.0
20230426:1530,0.0,0.0,0.0,0.0,0.0,26.56,1.24,0.0
20230426:1630,0.0,0.0,0.0,0.0,0.0,25.66,1.31,0.0
20230426:1730,0.0,0.0,0.0,0.0,0.0,24.65,1.1,0.0
20230426:1830,0.0,0.0,0.0,0.0,0.0,24.15,1.03,0.0
20230426:1930,0.0,0.0,0.0,0.0,0.0,23.5,1.59,0.0
20230426:2030,0.0,0.0,0.0,0.0,0.0,23.12,1.52,0.0
20230426:2130,0.0,0.0,0.0,0.0,0.0,22.83,1.31,0.0
20230426:2230,0.0,0.0,0.0,0.0,0.0,22.28,1.17,0.0
20230426:2330,0.0,0.0,0.0,0.0,0.0,22.21,0.9,0.0
20230427:0030,0.0,0.0,0.0,0.0,-2.09,22.34,0.69,0.0
20230427:0130,73.2,69.8,53.6,0.0,12.18,22.65,0.41,0.0
20230427:0230,219.21,171.45,122.1,0.0,26.58,23.76,0.07,0.0
20230427:0330,423.15,415.5,138.55,0.0,41.08,25.63,0.62,0.0
20230427:0430,531.25,527.3,174.4,0.0,55.62,27.59,1.45,0.0
20230427:0530,661.92,732.15,164.5,0.0,70.18,29.04,1.79,0.0
20230427:0630,672.32,727.65,192.45,0.0,84.62,30.71,1.93,0.0
20230427:0730,676.65,719.55,205.5,0.0,80.42,32.12,2.55,0.0
20230427:0830,593.35,613.35,189.35,0.0,65.9,33.02,2.55,0.0
20230427:0930,464.56,428.55,190.5,0.0,51.33,33.36,2.76,0.0
20230427:1030,332.27,314.2,129.0,0.0,36.8,33.32,2.69,0.0
20230427:1130,147.62,120.35,92.7,0.0,22.33,33.0,2.76,0.0
20230427:1230,24.48,26.8,30.25,0.0,7.96,31.67,2.97,0.0
20230427:1330,0.0,0.0,0.0,0.0,-6.25,29.86,2.83,0.0
20230427:1430,0.0,0.0,0.0,0.0,0.0,28.82,3.03,0.0
20230427:1530,0.0,0.0,0.0,0.0,0.0,27.99,3.03,0.0
20230427:1630,0.0,0.0,0.0,0.0,0.0,27.18,2.69,0.0
20230427:1730,0.0,0.0,0.0,0.0,0.0,26.41,2.55,0.0
20230427:1830,0.0,0.0,0.0,0.0,0.0,25.81,2.34,0.0
20230427:1930,0.0,0.0,0.0,0.0,0.0,25.31,1.59,0.0
20230427:2030,0.0,0.0,0.0,0.0,0.0,24.4,1.17,0.0
20230427:2130,0.0,0.0,0.0,0.0,0.0,24.09,0.83,0.0
20230427:2230,0.0,0.0,0.0,0.0,0.0,24.54,0.41,0.0
20230427:2330,0.0,0.0,0.0,0.0,0.0,24.22,0.55,0.0
20230428:0030,0.0,0.0,0.0,0.0,-1.98,23.63,0.69,0.0
20230428:0130,82.82,76.1,60.25,0.0,12.27,22.58,0.97,0.0
20230428:0230,269.19,244.25,112.65,0.0,26.66,24.62,1.24,0.0
20230428:0330,458.97,465.55,128.95,0.0,41.14,26.3,2.07,0.0
20230428:0430,583.34,608.5,158.25,0.0,55.66,27.96,2.48,0.0
20230428:0530,617.17,655.45,164.75,0.0,70.2,29.57,2.62,0.0
20230428:0630,662.91,720.65,174.35,0.0,84.56,30.7,2.55,0.0
20230428:0730,625.43,680.3,169.35,0.0,80.33,31.95,2.14,0.0
20230428:0830,544.06,557.1,174.65,0.0,65.85,32.75,2.21,0.0
20230428:0930,499.6,524.3,142.85,0.0,51.31,33.02,2.48,0.0
20230428:1030,330.64,272.3,170.1,0.0,36.79,33.04,2.34,0.0
20230428:1130,145.54,101.95,107.3,0.0,22.34,32.66,2.76,0.0
20230428:1230,27.39,22.25,37.15,0.0,7.98,31.75,2.83,0.0
20230428:1330,0.0,0.0,0.0,0.0,-6.21,30.42,2.34,0.0
20230428:1430,0.0,0.0,0.0,0.0,0.0,29.12,2.0,0.0
20230428:1530,0.0,0.0,0.0,0.0,0.0,27.98,1.79,0.0
20230428:1630,0.0,0.0,0.0,0.0,0.0,26.95,2.0,0.0
20230428:1730,0.0,0.0,0.0,0.0,0.0,25.96,2.07,0.0
20230428:1830,0.0,0.0,0.0,0.0,0.0,25.35,1.72,0.0
20230428:1930,0.0,0.0,0.0,0.0,0.0,25.03,2.07,0.0
20230428:2030,0.0,0.0,0.0,0.0,0.0,24.38,1.93,0.0
20230428:2130,0.0,0.0,0.0,0.0,0.0,23.99,1.66,0.0
20230428:2230,0.0,0.0,0.0,0.0,0.0,23.78,1.31,0.0
20230428:2330,0.0,0.0,0.0,0.0,0.0,23.39,0.76,0.0
20230429:0030,0.0,0.0,0.0,0.0,-1.87,22.97,0.62,0.0
20230429:0130,69.81,64.75,53.1,0.0,12.36,23.05,0.55,0.0
